"TransectName","Point","Year","DOY","Habitat","DistanceBin","TimeBin","Count"
"Bird Plan Town Swamp","BP_TS5",2016,138,"Hardwood Plantation","G25",10,0
"Bird Plan Town Swamp","BP_TS5",2017,142,"Hardwood Plantation","L25",3,0
"Bird Plan Town Swamp","BP_TS5",2017,142,"Hardwood Plantation","G25",3,0
"Bird Plan Town Swamp","BP_TS5",2017,142,"Hardwood Plantation","L25",5,0
"Bird Plan Town Swamp","BP_TS5",2017,142,"Hardwood Plantation","G25",5,0
"Bird Plan Town Swamp","BP_TS5",2017,142,"Hardwood Plantation","L25",10,0
"Bird Plan Town Swamp","BP_TS5",2017,142,"Hardwood Plantation","G25",10,0
"Bird Plan Town Swamp","BP_TS5",2018,137,"Hardwood Plantation","L25",3,0
"Bird Plan Town Swamp","BP_TS5",2018,137,"Hardwood Plantation","G25",3,0
"Bird Plan Town Swamp","BP_TS5",2018,137,"Hardwood Plantation","L25",5,0
"Bird Plan Town Swamp","BP_TS5",2018,137,"Hardwood Plantation","G25",5,0
"Bird Plan Town Swamp","BP_TS5",2018,137,"Hardwood Plantation","L25",10,0
"Bird Plan Town Swamp","BP_TS5",2018,137,"Hardwood Plantation","G25",10,0
"Bird Plan Town Swamp","BP_TS5",2019,135,"Hardwood Plantation","L25",3,0
"Bird Plan Town Swamp","BP_TS5",2019,135,"Hardwood Plantation","G25",3,0
"Bird Plan Town Swamp","BP_TS5",2019,135,"Hardwood Plantation","L25",5,1
"Bird Plan Town Swamp","BP_TS5",2019,135,"Hardwood Plantation","G25",5,0
"Bird Plan Town Swamp","BP_TS5",2019,135,"Hardwood Plantation","L25",10,0
"Bird Plan Town Swamp","BP_TS5",2019,135,"Hardwood Plantation","G25",10,0
"Bird Plan Town Swamp","BP_TS5",2021,140,"Hardwood Plantation","L25",3,0
"Bird Plan Town Swamp","BP_TS5",2021,140,"Hardwood Plantation","G25",3,0
"Bird Plan Town Swamp","BP_TS5",2021,140,"Hardwood Plantation","L25",5,0
"Bird Plan Town Swamp","BP_TS5",2021,140,"Hardwood Plantation","G25",5,0
"Bird Plan Town Swamp","BP_TS5",2021,140,"Hardwood Plantation","L25",10,0
"Bird Plan Town Swamp","BP_TS5",2021,140,"Hardwood Plantation","G25",10,0
"Bird Plan Town Swamp","BP_TS5",2022,139,"Hardwood Plantation","L25",3,0
"Bird Plan Town Swamp","BP_TS5",2022,139,"Hardwood Plantation","G25",3,0
"Bird Plan Town Swamp","BP_TS5",2022,139,"Hardwood Plantation","L25",5,0
"Bird Plan Town Swamp","BP_TS5",2022,139,"Hardwood Plantation","G25",5,0
"Bird Plan Town Swamp","BP_TS5",2022,139,"Hardwood Plantation","L25",10,0
"Bird Plan Town Swamp","BP_TS5",2022,139,"Hardwood Plantation","G25",10,0
"Broadneck","BN_961",2001,135,"River Levee","L25",3,0
"Broadneck","BN_961",2001,135,"River Levee","G25",3,0
"Broadneck","BN_961",2001,135,"River Levee","L25",5,0
"Broadneck","BN_961",2001,135,"River Levee","G25",5,0
"Broadneck","BN_961",2001,135,"River Levee","L25",10,0
"Broadneck","BN_961",2001,135,"River Levee","G25",10,0
"Broadneck","BN_961",2002,141,"River Levee","L25",3,0
"Broadneck","BN_961",2002,141,"River Levee","G25",3,0
"Broadneck","BN_961",2002,141,"River Levee","L25",5,0
"Broadneck","BN_961",2002,141,"River Levee","G25",5,0
"Broadneck","BN_961",2002,141,"River Levee","L25",10,0
"Broadneck","BN_961",2002,141,"River Levee","G25",10,1
"Broadneck","BN_961",2003,136,"River Levee","L25",3,0
"Broadneck","BN_961",2003,136,"River Levee","G25",3,0
"Broadneck","BN_961",2003,136,"River Levee","L25",5,0
"Broadneck","BN_961",2003,136,"River Levee","G25",5,0
"Broadneck","BN_961",2003,136,"River Levee","L25",10,0
"Broadneck","BN_961",2003,136,"River Levee","G25",10,0
"Broadneck","BN_961",2004,139,"River Levee","L25",3,1
"Broadneck","BN_961",2004,139,"River Levee","G25",3,2
"Broadneck","BN_961",2004,139,"River Levee","L25",5,0
"Broadneck","BN_961",2004,139,"River Levee","G25",5,0
"Broadneck","BN_961",2004,139,"River Levee","L25",10,0
"Broadneck","BN_961",2004,139,"River Levee","G25",10,0
"Broadneck","BN_961",2005,136,"River Levee","L25",3,2
"Broadneck","BN_961",2005,136,"River Levee","G25",3,0
"Broadneck","BN_961",2005,136,"River Levee","L25",5,0
"Broadneck","BN_961",2005,136,"River Levee","G25",5,0
"Broadneck","BN_961",2005,136,"River Levee","L25",10,0
"Broadneck","BN_961",2005,136,"River Levee","G25",10,0
"Broadneck","BN_961",2006,136,"River Levee","L25",3,0
"Broadneck","BN_961",2006,136,"River Levee","G25",3,0
"Broadneck","BN_961",2006,136,"River Levee","L25",5,1
"Broadneck","BN_961",2006,136,"River Levee","G25",5,0
"Broadneck","BN_961",2006,136,"River Levee","L25",10,0
"Broadneck","BN_961",2006,136,"River Levee","G25",10,0
"Broadneck","BN_961",2007,135,"River Levee","L25",3,1
"Broadneck","BN_961",2007,135,"River Levee","G25",3,0
"Broadneck","BN_961",2007,135,"River Levee","L25",5,0
"Broadneck","BN_961",2007,135,"River Levee","G25",5,0
"Broadneck","BN_961",2007,135,"River Levee","L25",10,0
"Broadneck","BN_961",2007,135,"River Levee","G25",10,0
"Broadneck","BN_961",2008,136,"River Levee","L25",3,2
"Broadneck","BN_961",2008,136,"River Levee","G25",3,0
"Broadneck","BN_961",2008,136,"River Levee","L25",5,0
"Broadneck","BN_961",2008,136,"River Levee","G25",5,0
"Broadneck","BN_961",2008,136,"River Levee","L25",10,0
"Broadneck","BN_961",2008,136,"River Levee","G25",10,0
"Broadneck","BN_961",2009,135,"River Levee","L25",3,1
"Broadneck","BN_961",2009,135,"River Levee","G25",3,0
"Broadneck","BN_961",2009,135,"River Levee","L25",5,0
"Broadneck","BN_961",2009,135,"River Levee","G25",5,0
"Broadneck","BN_961",2009,135,"River Levee","L25",10,1
"Broadneck","BN_961",2009,135,"River Levee","G25",10,0
"Broadneck","BN_961",2010,134,"River Levee","L25",3,0
"Broadneck","BN_961",2010,134,"River Levee","G25",3,1
"Broadneck","BN_961",2010,134,"River Levee","L25",5,0
"Broadneck","BN_961",2010,134,"River Levee","G25",5,0
"Broadneck","BN_961",2010,134,"River Levee","L25",10,0
"Broadneck","BN_961",2010,134,"River Levee","G25",10,0
"Broadneck","BN_961",2011,138,"River Levee","L25",3,1
"Broadneck","BN_961",2011,138,"River Levee","G25",3,0
"Broadneck","BN_961",2011,138,"River Levee","L25",5,0
"Broadneck","BN_961",2011,138,"River Levee","G25",5,0
"Broadneck","BN_961",2011,138,"River Levee","L25",10,0
"Broadneck","BN_961",2011,138,"River Levee","G25",10,0
"Broadneck","BN_961",2012,135,"River Levee","L25",3,1
"Broadneck","BN_961",2012,135,"River Levee","G25",3,0
"Broadneck","BN_961",2012,135,"River Levee","L25",5,0
"Broadneck","BN_961",2012,135,"River Levee","G25",5,0
"Broadneck","BN_961",2012,135,"River Levee","L25",10,0
"Broadneck","BN_961",2012,135,"River Levee","G25",10,0
"Broadneck","BN_961",2013,136,"River Levee","L25",3,1
"Broadneck","BN_961",2013,136,"River Levee","G25",3,0
"Broadneck","BN_961",2013,136,"River Levee","L25",5,0
"Broadneck","BN_961",2013,136,"River Levee","G25",5,0
"Broadneck","BN_961",2013,136,"River Levee","L25",10,0
"Broadneck","BN_961",2013,136,"River Levee","G25",10,0
"Broadneck","BN_961",2014,135,"River Levee","L25",3,1
"Broadneck","BN_961",2014,135,"River Levee","G25",3,0
"Broadneck","BN_961",2014,135,"River Levee","L25",5,0
"Broadneck","BN_961",2014,135,"River Levee","G25",5,0
"Broadneck","BN_961",2014,135,"River Levee","L25",10,0
"Broadneck","BN_961",2014,135,"River Levee","G25",10,0
"Broadneck","BN_961",2015,133,"River Levee","L25",3,0
"Broadneck","BN_961",2015,133,"River Levee","G25",3,0
"Broadneck","BN_961",2015,133,"River Levee","L25",5,0
"Broadneck","BN_961",2015,133,"River Levee","G25",5,0
"Broadneck","BN_961",2015,133,"River Levee","L25",10,0
"Broadneck","BN_961",2015,133,"River Levee","G25",10,0
"Broadneck","BN_961",2016,133,"River Levee","L25",3,0
"Broadneck","BN_961",2016,133,"River Levee","G25",3,0
"Broadneck","BN_961",2016,133,"River Levee","L25",5,0
"Broadneck","BN_961",2016,133,"River Levee","G25",5,0
"Broadneck","BN_961",2016,133,"River Levee","L25",10,0
"Broadneck","BN_961",2016,133,"River Levee","G25",10,0
"Broadneck","BN_961",2017,131,"River Levee","L25",3,1
"Broadneck","BN_961",2017,131,"River Levee","G25",3,0
"Broadneck","BN_961",2017,131,"River Levee","L25",5,0
"Broadneck","BN_961",2017,131,"River Levee","G25",5,0
"Broadneck","BN_961",2017,131,"River Levee","L25",10,0
"Broadneck","BN_961",2017,131,"River Levee","G25",10,0
"Broadneck","BN_961",2018,134,"River Levee","L25",3,1
"Broadneck","BN_961",2018,134,"River Levee","G25",3,0
"Broadneck","BN_961",2018,134,"River Levee","L25",5,0
"Broadneck","BN_961",2018,134,"River Levee","G25",5,0
"Broadneck","BN_961",2018,134,"River Levee","L25",10,0
"Broadneck","BN_961",2018,134,"River Levee","G25",10,0
"Broadneck","BN_961",2019,133,"River Levee","L25",3,0
"Broadneck","BN_961",2019,133,"River Levee","G25",3,1
"Broadneck","BN_961",2019,133,"River Levee","L25",5,0
"Broadneck","BN_961",2019,133,"River Levee","G25",5,0
"Broadneck","BN_961",2019,133,"River Levee","L25",10,0
"Broadneck","BN_961",2019,133,"River Levee","G25",10,0
"Broadneck","BN_961",2021,136,"River Levee","L25",3,0
"Broadneck","BN_961",2021,136,"River Levee","G25",3,0
"Broadneck","BN_961",2021,136,"River Levee","L25",5,0
"Broadneck","BN_961",2021,136,"River Levee","G25",5,1
"Broadneck","BN_961",2021,136,"River Levee","L25",10,0
"Broadneck","BN_961",2021,136,"River Levee","G25",10,0
"Broadneck","BN_961",2022,136,"River Levee","L25",3,1
"Broadneck","BN_961",2022,136,"River Levee","G25",3,0
"Broadneck","BN_961",2022,136,"River Levee","L25",5,0
"Broadneck","BN_961",2022,136,"River Levee","G25",5,0
"Broadneck","BN_961",2022,136,"River Levee","L25",10,0
"Broadneck","BN_961",2022,136,"River Levee","G25",10,0
"Broadneck","BN_962",2001,135,"River Levee","L25",3,0
"Broadneck","BN_962",2001,135,"River Levee","G25",3,1
"Broadneck","BN_962",2001,135,"River Levee","L25",5,0
"Broadneck","BN_962",2001,135,"River Levee","G25",5,0
"Broadneck","BN_962",2001,135,"River Levee","L25",10,0
"Broadneck","BN_962",2001,135,"River Levee","G25",10,1
"Broadneck","BN_962",2002,141,"River Levee","L25",3,0
"Broadneck","BN_962",2002,141,"River Levee","G25",3,1
"Broadneck","BN_962",2002,141,"River Levee","L25",5,0
"Broadneck","BN_962",2002,141,"River Levee","G25",5,0
"Broadneck","BN_962",2002,141,"River Levee","L25",10,0
"Broadneck","BN_962",2002,141,"River Levee","G25",10,0
"Broadneck","BN_962",2003,136,"River Levee","L25",3,0
"Broadneck","BN_962",2003,136,"River Levee","G25",3,1
"Broadneck","BN_962",2003,136,"River Levee","L25",5,0
"Broadneck","BN_962",2003,136,"River Levee","G25",5,0
"Broadneck","BN_962",2003,136,"River Levee","L25",10,0
"Broadneck","BN_962",2003,136,"River Levee","G25",10,0
"Broadneck","BN_962",2004,139,"River Levee","L25",3,0
"Broadneck","BN_962",2004,139,"River Levee","G25",3,0
"Broadneck","BN_962",2004,139,"River Levee","L25",5,0
"Broadneck","BN_962",2004,139,"River Levee","G25",5,0
"Broadneck","BN_962",2004,139,"River Levee","L25",10,1
"Broadneck","BN_962",2004,139,"River Levee","G25",10,0
"Broadneck","BN_962",2005,136,"River Levee","L25",3,0
"Broadneck","BN_962",2005,136,"River Levee","G25",3,0
"Broadneck","BN_962",2005,136,"River Levee","L25",5,0
"Broadneck","BN_962",2005,136,"River Levee","G25",5,0
"Broadneck","BN_962",2005,136,"River Levee","L25",10,0
"Broadneck","BN_962",2005,136,"River Levee","G25",10,0
"Broadneck","BN_962",2006,136,"River Levee","L25",3,1
"Broadneck","BN_962",2006,136,"River Levee","G25",3,0
"Broadneck","BN_962",2006,136,"River Levee","L25",5,0
"Broadneck","BN_962",2006,136,"River Levee","G25",5,0
"Broadneck","BN_962",2006,136,"River Levee","L25",10,0
"Broadneck","BN_962",2006,136,"River Levee","G25",10,0
"Broadneck","BN_962",2007,135,"River Levee","L25",3,0
"Broadneck","BN_962",2007,135,"River Levee","G25",3,0
"Broadneck","BN_962",2007,135,"River Levee","L25",5,0
"Broadneck","BN_962",2007,135,"River Levee","G25",5,1
"Broadneck","BN_962",2007,135,"River Levee","L25",10,0
"Broadneck","BN_962",2007,135,"River Levee","G25",10,0
"Broadneck","BN_962",2008,136,"River Levee","L25",3,0
"Broadneck","BN_962",2008,136,"River Levee","G25",3,0
"Broadneck","BN_962",2008,136,"River Levee","L25",5,0
"Broadneck","BN_962",2008,136,"River Levee","G25",5,0
"Broadneck","BN_962",2008,136,"River Levee","L25",10,0
"Broadneck","BN_962",2008,136,"River Levee","G25",10,1
"Broadneck","BN_962",2009,135,"River Levee","L25",3,2
"Broadneck","BN_962",2009,135,"River Levee","G25",3,0
"Broadneck","BN_962",2009,135,"River Levee","L25",5,0
"Broadneck","BN_962",2009,135,"River Levee","G25",5,0
"Broadneck","BN_962",2009,135,"River Levee","L25",10,0
"Broadneck","BN_962",2009,135,"River Levee","G25",10,0
"Broadneck","BN_962",2010,134,"River Levee","L25",3,0
"Broadneck","BN_962",2010,134,"River Levee","G25",3,0
"Broadneck","BN_962",2010,134,"River Levee","L25",5,0
"Broadneck","BN_962",2010,134,"River Levee","G25",5,1
"Broadneck","BN_962",2010,134,"River Levee","L25",10,0
"Broadneck","BN_962",2010,134,"River Levee","G25",10,0
"Broadneck","BN_962",2011,138,"River Levee","L25",3,1
"Broadneck","BN_962",2011,138,"River Levee","G25",3,0
"Broadneck","BN_962",2011,138,"River Levee","L25",5,0
"Broadneck","BN_962",2011,138,"River Levee","G25",5,0
"Broadneck","BN_962",2011,138,"River Levee","L25",10,1
"Broadneck","BN_962",2011,138,"River Levee","G25",10,0
"Broadneck","BN_962",2012,135,"River Levee","L25",3,1
"Broadneck","BN_962",2012,135,"River Levee","G25",3,1
"Broadneck","BN_962",2012,135,"River Levee","L25",5,0
"Broadneck","BN_962",2012,135,"River Levee","G25",5,0
"Broadneck","BN_962",2012,135,"River Levee","L25",10,0
"Broadneck","BN_962",2012,135,"River Levee","G25",10,0
"Broadneck","BN_962",2013,136,"River Levee","L25",3,0
"Broadneck","BN_962",2013,136,"River Levee","G25",3,0
"Broadneck","BN_962",2013,136,"River Levee","L25",5,1
"Broadneck","BN_962",2013,136,"River Levee","G25",5,0
"Broadneck","BN_962",2013,136,"River Levee","L25",10,0
"Broadneck","BN_962",2013,136,"River Levee","G25",10,0
"Broadneck","BN_962",2014,135,"River Levee","L25",3,0
"Broadneck","BN_962",2014,135,"River Levee","G25",3,1
"Broadneck","BN_962",2014,135,"River Levee","L25",5,0
"Broadneck","BN_962",2014,135,"River Levee","G25",5,0
"Broadneck","BN_962",2014,135,"River Levee","L25",10,0
"Broadneck","BN_962",2014,135,"River Levee","G25",10,0
"Broadneck","BN_962",2015,133,"River Levee","L25",3,1
"Broadneck","BN_962",2015,133,"River Levee","G25",3,0
"Broadneck","BN_962",2015,133,"River Levee","L25",5,0
"Broadneck","BN_962",2015,133,"River Levee","G25",5,0
"Broadneck","BN_962",2015,133,"River Levee","L25",10,0
"Broadneck","BN_962",2015,133,"River Levee","G25",10,0
"Broadneck","BN_962",2016,133,"River Levee","L25",3,0
"Broadneck","BN_962",2016,133,"River Levee","G25",3,0
"Broadneck","BN_962",2016,133,"River Levee","L25",5,0
"Broadneck","BN_962",2016,133,"River Levee","G25",5,0
"Broadneck","BN_962",2016,133,"River Levee","L25",10,0
"Broadneck","BN_962",2016,133,"River Levee","G25",10,0
"Broadneck","BN_962",2017,131,"River Levee","L25",3,1
"Broadneck","BN_962",2017,131,"River Levee","G25",3,1
"Broadneck","BN_962",2017,131,"River Levee","L25",5,0
"Broadneck","BN_962",2017,131,"River Levee","G25",5,0
"Broadneck","BN_962",2017,131,"River Levee","L25",10,0
"Broadneck","BN_962",2017,131,"River Levee","G25",10,0
"Broadneck","BN_962",2018,134,"River Levee","L25",3,1
"Broadneck","BN_962",2018,134,"River Levee","G25",3,0
"Broadneck","BN_962",2018,134,"River Levee","L25",5,0
"Broadneck","BN_962",2018,134,"River Levee","G25",5,0
"Broadneck","BN_962",2018,134,"River Levee","L25",10,1
"Broadneck","BN_962",2018,134,"River Levee","G25",10,0
"Broadneck","BN_962",2019,133,"River Levee","L25",3,1
"Broadneck","BN_962",2019,133,"River Levee","G25",3,1
"Broadneck","BN_962",2019,133,"River Levee","L25",5,0
"Broadneck","BN_962",2019,133,"River Levee","G25",5,0
"Broadneck","BN_962",2019,133,"River Levee","L25",10,0
"Broadneck","BN_962",2019,133,"River Levee","G25",10,0
"Broadneck","BN_962",2021,136,"River Levee","L25",3,1
"Broadneck","BN_962",2021,136,"River Levee","G25",3,0
"Broadneck","BN_962",2021,136,"River Levee","L25",5,0
"Broadneck","BN_962",2021,136,"River Levee","G25",5,0
"Broadneck","BN_962",2021,136,"River Levee","L25",10,0
"Broadneck","BN_962",2021,136,"River Levee","G25",10,0
"Broadneck","BN_962",2022,136,"River Levee","L25",3,0
"Broadneck","BN_962",2022,136,"River Levee","G25",3,0
"Broadneck","BN_962",2022,136,"River Levee","L25",5,0
"Broadneck","BN_962",2022,136,"River Levee","G25",5,0
"Broadneck","BN_962",2022,136,"River Levee","L25",10,0
"Broadneck","BN_962",2022,136,"River Levee","G25",10,0
"Broadneck","BN_963",2001,135,"River Levee","L25",3,0
"Broadneck","BN_963",2001,135,"River Levee","G25",3,0
"Broadneck","BN_963",2001,135,"River Levee","L25",5,0
"Broadneck","BN_963",2001,135,"River Levee","G25",5,0
"Broadneck","BN_963",2001,135,"River Levee","L25",10,0
"Broadneck","BN_963",2001,135,"River Levee","G25",10,0
"Broadneck","BN_963",2002,141,"River Levee","L25",3,0
"Broadneck","BN_963",2002,141,"River Levee","G25",3,0
"Broadneck","BN_963",2002,141,"River Levee","L25",5,0
"Broadneck","BN_963",2002,141,"River Levee","G25",5,0
"Broadneck","BN_963",2002,141,"River Levee","L25",10,0
"Broadneck","BN_963",2002,141,"River Levee","G25",10,1
"Broadneck","BN_963",2003,136,"River Levee","L25",3,0
"Broadneck","BN_963",2003,136,"River Levee","G25",3,0
"Broadneck","BN_963",2003,136,"River Levee","L25",5,0
"Broadneck","BN_963",2003,136,"River Levee","G25",5,0
"Broadneck","BN_963",2003,136,"River Levee","L25",10,0
"Broadneck","BN_963",2003,136,"River Levee","G25",10,0
"Broadneck","BN_963",2004,139,"River Levee","L25",3,0
"Broadneck","BN_963",2004,139,"River Levee","G25",3,0
"Broadneck","BN_963",2004,139,"River Levee","L25",5,0
"Broadneck","BN_963",2004,139,"River Levee","G25",5,0
"Broadneck","BN_963",2004,139,"River Levee","L25",10,0
"Broadneck","BN_963",2004,139,"River Levee","G25",10,0
"Broadneck","BN_963",2005,136,"River Levee","L25",3,0
"Broadneck","BN_963",2005,136,"River Levee","G25",3,0
"Broadneck","BN_963",2005,136,"River Levee","L25",5,0
"Broadneck","BN_963",2005,136,"River Levee","G25",5,0
"Broadneck","BN_963",2005,136,"River Levee","L25",10,0
"Broadneck","BN_963",2005,136,"River Levee","G25",10,0
"Broadneck","BN_963",2006,136,"River Levee","L25",3,0
"Broadneck","BN_963",2006,136,"River Levee","G25",3,0
"Broadneck","BN_963",2006,136,"River Levee","L25",5,0
"Broadneck","BN_963",2006,136,"River Levee","G25",5,1
"Broadneck","BN_963",2006,136,"River Levee","L25",10,0
"Broadneck","BN_963",2006,136,"River Levee","G25",10,0
"Broadneck","BN_963",2007,135,"River Levee","L25",3,0
"Broadneck","BN_963",2007,135,"River Levee","G25",3,0
"Broadneck","BN_963",2007,135,"River Levee","L25",5,0
"Broadneck","BN_963",2007,135,"River Levee","G25",5,0
"Broadneck","BN_963",2007,135,"River Levee","L25",10,0
"Broadneck","BN_963",2007,135,"River Levee","G25",10,0
"Broadneck","BN_963",2008,136,"River Levee","L25",3,2
"Broadneck","BN_963",2008,136,"River Levee","G25",3,0
"Broadneck","BN_963",2008,136,"River Levee","L25",5,0
"Broadneck","BN_963",2008,136,"River Levee","G25",5,0
"Broadneck","BN_963",2008,136,"River Levee","L25",10,0
"Broadneck","BN_963",2008,136,"River Levee","G25",10,0
"Broadneck","BN_963",2009,135,"River Levee","L25",3,1
"Broadneck","BN_963",2009,135,"River Levee","G25",3,0
"Broadneck","BN_963",2009,135,"River Levee","L25",5,0
"Broadneck","BN_963",2009,135,"River Levee","G25",5,0
"Broadneck","BN_963",2009,135,"River Levee","L25",10,0
"Broadneck","BN_963",2009,135,"River Levee","G25",10,0
"Broadneck","BN_963",2010,134,"River Levee","L25",3,0
"Broadneck","BN_963",2010,134,"River Levee","G25",3,0
"Broadneck","BN_963",2010,134,"River Levee","L25",5,0
"Broadneck","BN_963",2010,134,"River Levee","G25",5,0
"Broadneck","BN_963",2010,134,"River Levee","L25",10,0
"Broadneck","BN_963",2010,134,"River Levee","G25",10,0
"Broadneck","BN_963",2011,138,"River Levee","L25",3,2
"Broadneck","BN_963",2011,138,"River Levee","G25",3,0
"Broadneck","BN_963",2011,138,"River Levee","L25",5,0
"Broadneck","BN_963",2011,138,"River Levee","G25",5,0
"Broadneck","BN_963",2011,138,"River Levee","L25",10,0
"Broadneck","BN_963",2011,138,"River Levee","G25",10,0
"Broadneck","BN_963",2012,135,"River Levee","L25",3,1
"Broadneck","BN_963",2012,135,"River Levee","G25",3,0
"Broadneck","BN_963",2012,135,"River Levee","L25",5,0
"Broadneck","BN_963",2012,135,"River Levee","G25",5,1
"Broadneck","BN_963",2012,135,"River Levee","L25",10,0
"Broadneck","BN_963",2012,135,"River Levee","G25",10,0
"Broadneck","BN_963",2013,136,"River Levee","L25",3,0
"Broadneck","BN_963",2013,136,"River Levee","G25",3,1
"Broadneck","BN_963",2013,136,"River Levee","L25",5,0
"Broadneck","BN_963",2013,136,"River Levee","G25",5,0
"Broadneck","BN_963",2013,136,"River Levee","L25",10,0
"Broadneck","BN_963",2013,136,"River Levee","G25",10,0
"Broadneck","BN_963",2014,135,"River Levee","L25",3,0
"Broadneck","BN_963",2014,135,"River Levee","G25",3,0
"Broadneck","BN_963",2014,135,"River Levee","L25",5,0
"Broadneck","BN_963",2014,135,"River Levee","G25",5,1
"Broadneck","BN_963",2014,135,"River Levee","L25",10,0
"Broadneck","BN_963",2014,135,"River Levee","G25",10,0
"Broadneck","BN_963",2015,133,"River Levee","L25",3,1
"Broadneck","BN_963",2015,133,"River Levee","G25",3,0
"Broadneck","BN_963",2015,133,"River Levee","L25",5,0
"Broadneck","BN_963",2015,133,"River Levee","G25",5,0
"Broadneck","BN_963",2015,133,"River Levee","L25",10,0
"Broadneck","BN_963",2015,133,"River Levee","G25",10,0
"Broadneck","BN_963",2016,133,"River Levee","L25",3,1
"Broadneck","BN_963",2016,133,"River Levee","G25",3,0
"Broadneck","BN_963",2016,133,"River Levee","L25",5,0
"Broadneck","BN_963",2016,133,"River Levee","G25",5,0
"Broadneck","BN_963",2016,133,"River Levee","L25",10,0
"Broadneck","BN_963",2016,133,"River Levee","G25",10,0
"Broadneck","BN_963",2017,131,"River Levee","L25",3,0
"Broadneck","BN_963",2017,131,"River Levee","G25",3,0
"Broadneck","BN_963",2017,131,"River Levee","L25",5,1
"Broadneck","BN_963",2017,131,"River Levee","G25",5,0
"Broadneck","BN_963",2017,131,"River Levee","L25",10,0
"Broadneck","BN_963",2017,131,"River Levee","G25",10,0
"Broadneck","BN_963",2018,134,"River Levee","L25",3,1
"Broadneck","BN_963",2018,134,"River Levee","G25",3,0
"Broadneck","BN_963",2018,134,"River Levee","L25",5,0
"Broadneck","BN_963",2018,134,"River Levee","G25",5,0
"Broadneck","BN_963",2018,134,"River Levee","L25",10,0
"Broadneck","BN_963",2018,134,"River Levee","G25",10,0
"Broadneck","BN_963",2019,133,"River Levee","L25",3,0
"Broadneck","BN_963",2019,133,"River Levee","G25",3,0
"Broadneck","BN_963",2019,133,"River Levee","L25",5,0
"Broadneck","BN_963",2019,133,"River Levee","G25",5,0
"Broadneck","BN_963",2019,133,"River Levee","L25",10,0
"Broadneck","BN_963",2019,133,"River Levee","G25",10,1
"Broadneck","BN_963",2021,136,"River Levee","L25",3,0
"Broadneck","BN_963",2021,136,"River Levee","G25",3,0
"Broadneck","BN_963",2021,136,"River Levee","L25",5,0
"Broadneck","BN_963",2021,136,"River Levee","G25",5,0
"Broadneck","BN_963",2021,136,"River Levee","L25",10,0
"Broadneck","BN_963",2021,136,"River Levee","G25",10,0
"Broadneck","BN_963",2022,136,"River Levee","L25",3,0
"Broadneck","BN_963",2022,136,"River Levee","G25",3,0
"Broadneck","BN_963",2022,136,"River Levee","L25",5,0
"Broadneck","BN_963",2022,136,"River Levee","G25",5,1
"Broadneck","BN_963",2022,136,"River Levee","L25",10,0
"Broadneck","BN_963",2022,136,"River Levee","G25",10,0
"Broadneck","BN_964",2001,135,"River Levee","L25",3,0
"Broadneck","BN_964",2001,135,"River Levee","G25",3,0
"Broadneck","BN_964",2001,135,"River Levee","L25",5,0
"Broadneck","BN_964",2001,135,"River Levee","G25",5,1
"Broadneck","BN_964",2001,135,"River Levee","L25",10,0
"Broadneck","BN_964",2001,135,"River Levee","G25",10,1
"Broadneck","BN_964",2002,141,"River Levee","L25",3,0
"Broadneck","BN_964",2002,141,"River Levee","G25",3,1
"Broadneck","BN_964",2002,141,"River Levee","L25",5,0
"Broadneck","BN_964",2002,141,"River Levee","G25",5,0
"Broadneck","BN_964",2002,141,"River Levee","L25",10,0
"Broadneck","BN_964",2002,141,"River Levee","G25",10,0
"Broadneck","BN_964",2003,136,"River Levee","L25",3,0
"Broadneck","BN_964",2003,136,"River Levee","G25",3,0
"Broadneck","BN_964",2003,136,"River Levee","L25",5,1
"Broadneck","BN_964",2003,136,"River Levee","G25",5,0
"Broadneck","BN_964",2003,136,"River Levee","L25",10,0
"Broadneck","BN_964",2003,136,"River Levee","G25",10,0
"Broadneck","BN_964",2004,139,"River Levee","L25",3,1
"Broadneck","BN_964",2004,139,"River Levee","G25",3,0
"Broadneck","BN_964",2004,139,"River Levee","L25",5,0
"Broadneck","BN_964",2004,139,"River Levee","G25",5,0
"Broadneck","BN_964",2004,139,"River Levee","L25",10,0
"Broadneck","BN_964",2004,139,"River Levee","G25",10,0
"Broadneck","BN_964",2005,136,"River Levee","L25",3,0
"Broadneck","BN_964",2005,136,"River Levee","G25",3,1
"Broadneck","BN_964",2005,136,"River Levee","L25",5,0
"Broadneck","BN_964",2005,136,"River Levee","G25",5,0
"Broadneck","BN_964",2005,136,"River Levee","L25",10,0
"Broadneck","BN_964",2005,136,"River Levee","G25",10,0
"Broadneck","BN_964",2006,136,"River Levee","L25",3,1
"Broadneck","BN_964",2006,136,"River Levee","G25",3,0
"Broadneck","BN_964",2006,136,"River Levee","L25",5,0
"Broadneck","BN_964",2006,136,"River Levee","G25",5,0
"Broadneck","BN_964",2006,136,"River Levee","L25",10,0
"Broadneck","BN_964",2006,136,"River Levee","G25",10,0
"Broadneck","BN_964",2007,135,"River Levee","L25",3,0
"Broadneck","BN_964",2007,135,"River Levee","G25",3,0
"Broadneck","BN_964",2007,135,"River Levee","L25",5,0
"Broadneck","BN_964",2007,135,"River Levee","G25",5,0
"Broadneck","BN_964",2007,135,"River Levee","L25",10,0
